SP					DP				BPM	GENRE	TITLE	ARTIST	
B	N	H	A	L	N	H	A	L					
beatmania IIDX ▼ △													
-	7	10	12	-	7	10	12	-	185	Hi-メランコリックコア	がっつり陰キャ!? 怪盗いいんちょの億劫^^;	噂の怪盗少女ぷらずま★彡Prim@休業中～( _ _ ).。	
-	5	9	"[CN]
11"	-	5	9	11	-	160	STYLISH CROSSOVER	狂水一華	BEMANI Sound Team "HuΣeR Vs. SYUNN" feat.いちか	
-	4	7	"[BSS]
10"	-	4	7	"[BSS]
10"	-	150	NRG	灼熱Beach Side Bunny (Masayoshi Iimori Remix)	Remixed by Masayoshi Iimori	
-	4	8	11	-	4	8	11	-	100-155	バトルダンス	シャムシールの舞	Zektbach	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	175	CYBER REQUIEM	深淵に捧ぐレクイエム	OSTER project	
2	"[CN]
[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
10"	-	"[CN]
[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	-	158	MS J TRANCE POP	セピアの軌跡 ft. 天宮みや(少女フラクタル)	Xceon	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	193	空想ファンタジーシリーズ	眠りの国のステラ	BEMANI Sound Team "DJ TOTTO"	
-	5	8	11	-	5	9	11	-	126	PIANO CHRONICLE	バッドエンド・シンドローム	アリスシャッハと魔法の楽団	
-	5	9	11	-	5	10	11	-	200	CHARACTER SONG	開きたまえ！Next stAge！	librarians of Rootage (Ripnte, Stampa and Cleep)	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	160	PDM	ピアノ協奏曲第1番”蠍火” (BlackY Remix)	Remixed by BlackY	
-	6	9	11	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	198	GOTHIC CORE	曼荼羅恋々	BEMANI Sound Team "Akhuta Works" feat. Nana Takahashi	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	208	TWINKLE POP	魅惑のYUMMYスイーツ	BEMANI Sound Team "TATSUYA"	
-	5	8	10	-	5	8	10	-	152	HYPER POP	ラブキラ☆スプラッシュ	BEMANI Sound Team "Sota F." feat.いちか	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	200	KILLER PUNK	ランカーキラーガール	中島由貴×いちか	
-	5	8	11	-	5	8	11	-	190	特撮ハードコア	錬成人間トリコロイダー	DJ SHARPNEL feat. ￥Cuスタ平	
beatmania IIDX 28 BISTROVER ▲ ▼ △													
-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	160	IIDX ANTHEM REVIVAL	ABSOLUTE (kors k Remix)	Remixed by kors k	
-	4	8	11	-	4	8	11	-	115-230	UPTEMPO RAW	Ah Hah Yeah	Masayoshi Iimori	
-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	152	ORIENTAL TRANCE	AMRITA -不滅ノ花-	SOUND HOLIC feat. Nana Takahashi	
-	5	9	11	-	5	9	11	-	200	HARDCORE	apo:llioth	Juggernaut.	
-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	177	CYBER LIQUID FUNK	As You Want	Maozon	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	150	BIG BEAT	"ASIAN VIRTUAL REALITIES
(MELTING TOGETHER IN DAZZLING DARKNESS)"	かめりあ	
-	4	7	9	-	5	7	9	-	134	BPL EDM	BEMANI PRO LEAGUE Theme	BEMANI Sound Team "Sota F."	
3	"[CN]
7"	"[CN]
9"	"[CN]
[BSS]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
[BSS]
12"	-	187	DRUMSTEP	BIGソムタム	AJURIKA	
"[CN]
3"	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	185	SYMPHONIC SPEED SCRANZ	BLACK or WHITE?	BlackYooh vs. siromaru	
-	6	9	11	12	6	9	11	12	165	HYPER TECHNO	Burning Flame	AJURIKA feat.SAK.	
1	4	7	10	-	4	7	10	-	190	CHIP RAVE	Chewingood!!!	TORIENA	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	195	BIGCORE	COSMIC RAY	BEMANI Sound Team "Captain Sonic"	
-	5	9	11	-	5	9	11	-	170	UK HARDCORE	Crazy Jackpot	Hommarju	
-	5	8	11	-	5	8	11	-	150	CONTEMPORARY SALSA	Danza Aestas	Feryquitous	
-	"[HCN]
5"	"[HCN]
9"	"[HCN]
11"	-	"[HCN]
5"	"[HCN]
9"	"[HCN]
12"	-	185	CELTIC TRANCE STEP	Dawn Saga	Nhato	
-	4	9	10	-	4	10	11	-	150	TECHNO	"DENIM
[N][H]DENIM
[A]DENIM (ELECTRO MIX)"	"SLAKE
[N][H]SLAKE
[A]SLAKE (another mixed by DEPROGRAM MAN)"	
-	3	6	9	-	3	6	9	-	132	ELECTRO FUNK	Don't Stop The Music feat. Kanae Asaba	Nhato	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	185	IIDX SOUNDS	DUAL STRIKER	"Mayumi Morinaga,Fernweh
by BEMANI Sound Team ""L.E.D. & HuΣeR"""	
-	7	10	12	-	7	10	12	-	204	JUNGLE TERROR	Empire of Fury	kors k	
-	5	8	10	-	5	8	10	-	149	J-DANCE FUSION	Euphoric Lagoon	BEMANI Sound Team "TAG"	
-	4	7	10	11	5	7	10	11	131	DANCE POP	Explorer feat. ぷにぷに電機	パソコン音楽クラブ	
-	5	8	11	-	5	8	11	-	144	MOROCCAN CROSSOVER	Farewell to Marrakech	Dirty Androids	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	157-300	EXPERIMENTAL EUROBEAT	Fire Beat	kors k	
-	4	8	10	-	4	8	10	-	185	MAKINA	Frisk And Squeak	nora2r	
-	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
11"	-	150	NEO RUSSIAN FUTURE	GIGA RAID	Blacklolita	
-	5	8	11	-	5	8	11	-	190	RAVE STEP	Globe Glitter	Sana,ATSUMI UEDA by BEMANI Sound Team "PON"	
2	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	175	J-CORE	Here We Are	The 4th feat.ここなつ	
-	"[HCN]
4"	"[HCN]
7"	"[HCN]
[HBSS]
10"	-	"[HCN]
4"	"[HCN]
7"	"[HCN]
[HBSS]
10"	-	155	HARDSTYLE	HIGH VOLTAGE	Yuta Imai	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	188-191	X	Ignis†Iræ	BEMANI Sound Team "神"	
-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	155	CAPTIVATE	IIDX RED Ending (Ryu☆Remix)	Remixed by Ryu☆	
-	6	10	12	-	6	10	12	-	310	BIGBAND JAZZ	innocent revolver	OSTER project	
-	5	9	11	-	5	9	11	-	184	DRUMSTEP / RAGGATEK	Jungle Eater	Hommarju	
-	6	9	11	-	6	9	11	-	157	PSYCHEDELIC TRANCE	LAST DAY	AJURIKA	
-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	175	DRUMSTEP / DnB	Level 3	Yamato	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	182	HAPPY BISTRO CORE	LOCUS OF THE TRAVEL	CANVAS feat. Quimär & BEMANI Sound Team "L.E.D.-G"	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	180	HAPPY COUNTRY CORE	Lovely Howdy Cowboy!!	まろん feat. キャサリン	
-	5	"[BSS]
9"	"[BSS]
11"	-	5	"[BSS]
9"	"[BSS]
11"	-	160	JAPANESQUE	MA・TSU・RI	かなたん,アマギセーラ,ぁゅ by BEMANI Sound Team "藤森崇多"	
-	7	10	"[CN]
12"	-	7	10	"[CN]
12"	-	206	BULGARIAN CORE	MEGAERA	fallen shepherd × cotowari ft. nayuta	
-	"[CN]
3"	"[CN]
8"	10	-	"[CN]
3"	"[CN]
8"	10	-	90-110	HIP HOP	Midnight Drive	らっぷびと Prod. by uno	
-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	142	ORBITALIC ELECTRIC MUSIC	MOVE! (We Keep It Movin')	"Jonny Dynamite!,Lisa - paint with stars -,Rio Hiiragi
by BEMANI Sound Team ""U1-ASAMi"""	
-	5	9	11	-	5	9	11	-	150	HDM	Neo Heritage	kors k vs MAD CHILD	
-	4	7	10	-	4	7	10	-	145	HiTECH FUSION	Ocean Blue feat. Luschel	lapix	
-	"[HCN]
5"	"[HCN]
9"	"[HCN]
11"	-	"[HCN]
5"	"[HCN]
9"	"[HCN]
11"	-	157	TRANCE	of the first magnitude	BEMANI Sound Team "Trance Liquid"	
-	5	9	11	-	5	9	12	-	160	OLD FASHIONED	OTOKOZAKA	BEMANI Sound Team "Trance Liquid"	
-	6	9	11	-	6	9	11	-	170	DRUM'N'BASS	Overslept	PARKGOLF	
-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
11"	-	180	MEXICAN DRUMSTEP	Para siempre	削除 feat. 削除	
-	5	9	12	-	5	9	12	-	205	ORBITALIC WORLD MUSIC	Pārvatī	BEMANI Sound Team "U1 overground"	
2	"[CN]
5"	"[CN]
9"	"[CN]
11"	"[CN]
12"	"[CN]
6"	"[CN]
9"	"[CN]
11"	"[CN]
12"	160	ポルカ2020	POLꞰAMAИIA	かめりあ feat. ななひら	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
11"	-	174	STYLISH FUTURE	Rejection Girl	BEMANI Sound Team "HuΣeR"	
-	6	9	11	-	6	9	11	-	190	ARABIC HARD RITUAL	Ritual of Anubis	KO3 & Relect	
2	5	8	11	-	5	8	11	-	162	IIDX EDITION	Romanticが止まらない	Remixed by BEMANI Sound Team "L.E.D."& IOSYS	
-	6	9	12	-	6	9	11	-	208	BREAKCORE	rommmo	callasoiled	
-	5	9	11	-	5	9	11	-	155	HARD LATIN	Rosa azuL	lapix	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	100	DUBSTEP	Rowdy	Dazsta	
-	5	9	11	-	5	9	12	-	160	ACID LATIN JAZZ	Rubrum Piano	Xceon	
-	4	7	9	-	5	7	9	-	142	DARK TECHNO	S-Bahn	BEMANI Sound Team "DARK TRAIN"	
-	"[CN]
7"	"[CN]
11"	"[CN]
12"	-	"[CN]
7"	"[CN]
11"	"[CN]
12"	-	128-256	KAMIKURA	Sinus Iridum	神楽改	
-	5	"[CN]
8"	"[CN]
10"	-	5	"[CN]
8"	"[CN]
10"	-	177	CANDY RAVE BASS	smooooch・∀・ (Snail's House Remix)	Remixed by Snail's House	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	186	LIFE STREAM	SOLID STATE SQUAD -RISEN RELIC REMIX-	Remixed by xi	
-	5	8	10	-	5	8	10	-	170	MOE CORE	Sugarplum	KOTONOHOUSE	
-	"[CN]
6"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	"[CN]
6"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	110	HOLIC	Swarm Of Scarabs	C-Show	
-	5	8	11	-	5	8	11	-	203	ROCK	Tell me what you wish feat.らっぷびと	Pizuya's Cell	
-	"[CN]
[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	150	SPEED HOUSE	That Feeling	Crayvxn	
-	6	10	"[CN]
12"	-	6	10	12	-	170	HARD MIXTURE	THE PEERLESS UNDER HEAVEN	Yuta Imai Vs. BEMANI Sound Team "L.E.D.-G"	
-	5	8	10	-	5	8	10	-	170	THE 4TH	The Wind of China Express(The 4th Mashup)	The 4th	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	180	Hi-TECH / PSY CORE	Tiempo Loco	kors k feat.Hboy	
-	"[BSS]
5"	"[CN]
[BSS]
10"	12	-	"[BSS]
5"	"[CN]
[BSS]
10"	12	-	161	NU-NRG	Viridian	REMO-CON	
-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	146	PROGRESSIVE METAL	Vitrum	BEMANI Sound Team "Yvya"	
-	"[CN]
5"	"[CN]
7"	9	"[CN]
10"	"[CN]
5"	"[CN]
7"	10	"[CN]
11"	150	TROPICAL ELECTRO HOUSE	WAKE UP NOW	Maozon feat. Chica	
-	4	7	10	-	4	7	10	-	145	HYBRID BASSLINE	When I Met U	LADY'S ONLY	
1	"[CN]
[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	-	100	THEME SONG	Winner's Proof ft. KANASA from bless4	BEMANI Sound Team "HuΣeR" & kors k	
-	5	9	11	-	5	9	11	-	150	TRANCE	X-ray binary	BEMANI Sound Team "Trance Liquid"	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	164	PLUS ONE	Zenith	Snail's House	
-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	240	FRENCH POP	犬に雨傘	OSTER project feat. そらこ	
-	"[HCN]
[HBSS]
6"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	"[HCN]
[HBSS]
6"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	180	DARKSTEP	閠槞彁の願い	DJ TECHNORCH & RoughSketch	
1	4	8	10	"[CN]
11"	4	8	10	"[CN]
11"	184	ROCK	ここからよろしく大作戦143	BEMANI Sound Team "あさき隊"	
"[CN]
3"	"[CN]
5"	"[CN]
7"	"[CN]
10"	"[CN]
12"	"[CN]
5"	"[CN]
7"	"[CN]
10"	"[CN]
12"	165	IIDX EDITION	新宝島	Remixed by BEMANI Sound Team "TAG feat. PON"	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	168	JAPANESE TECH BREAKS	水鏡の異界	BEMANI Sound Team "Coyaan"	
-	6	10	12	-	6	10	12	-	187	オンセン♨ヒーロー	スーパー戦湯ババンバーン	"すわひでお,秋成,かぼちゃ,藍月なくる,NU-KO
by BEMANI Sound Team ""八戸亀生羅"""	
-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	200	BRAVE ANTHEM	世界の果てに約束の凱歌を -ReUnion-	OSTER project feat. かなたん	
3	7	"[CN]
10"	"[CN]
12"	-	7	"[CN]
10"	"[CN]
12"	-	180	RENAISSANCE	∀	BEMANI Sound Team "HuΣeR" respect for D.J.Amuro	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	180-280	CROSSOVER	ディスコルディア	ぺのれり vs. BEMANI Sound Team "HuΣeR"	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	187	Hi-歌謡タンゴ	涙のテ・エストラーニョ・ムーチョ	LA BAILARINA☆Prim	
-	5	9	11	-	5	9	11	-	162	BLOOM ROCK	儚き恋の華	BEMANI Sound Team "TAG" feat. 猫体質	
-	6	10	12	-	6	10	12	-	173	KUDOS CORE	伐折羅-vajra-	DJ TOTTO VS 兎々	
-	"[CN]
5"	"[CN]
[BSS]
9"	"[HCN]
[HBSS]
12"	-	"[CN]
5"	"[CN]
[BSS]
9"	"[HCN]
[HBSS]
12"	-	220	.+:☆ BAD FUTURE ☆:+.	バッド・スイーツ、バッド・ドリーム	かめりあ feat. ななひら	
-	7	10	12	-	7	10	12	-	280-316	SPUKWALZER	二人ノ廃城幽踊宴	上ノ瀬つかさ	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	186	WHITE OUT	-65℃	BEMANI Sound Team "D.J.Amuro"	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
8"	"[CN]
12"	-	178-208	FANTASY TOYPOP	魔法のかくれんぼ	Snail's House	
-	6	8	10	-	6	9	11	-	167	-和- EURO TRANCE	水無月の雫 ft. 小林まな	Xceon	
-	5	9	11	-	5	9	11	-	160	HARD TRANCE	無意識のフィロソフィア	BEMANI Sound Team "TAG"	
-	"[CN]
5"	"[CN]
7"	"[CN]
10"	-	"[CN]
5"	"[CN]
7"	"[CN]
10"	-	150	LAST FRONTIER	霧幻メモリア	BEMANI Sound Team "劇団レコード" feat.Risa Yuzuki	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	171	BALKANIC ROCK	乱膳の舞姫	BEMANI Sound Team "Akhuta Works" feat. mami	
beatmania IIDX 29 CastHour ▲ ▼ △													
1	"[HCN]
6"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	"[HCN]
6"	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	200	EUPHORIC FRENCHCORE	ABSOLUTE EVIL	Yuta Imai	
-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	200	ROCK	Aftermath	BEMANI Sound Team "猫叉Master & あさき & Yvya"	
-	"[CN]
7"	"[CN]
[BSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
7"	"[CN]
[BSS]
10"	"[CN]
[MSS]
12"	-	185	IRREGULAR OMNIBUS HARDCORE	ALTERNATOR	BEMANI Sound Team "dj Hellix"	
-	5	8	10	-	5	8	10	-	158	FUTURE POP	AMICABLE	BEMANI Sound Team "Sota F."	
1	4	7	"[CN]
10"	-	4	7	"[CN]
10"	-	174	EMOTIONAL J-POP	ANEMONE	BEMANI Sound Team "HuΣeR × Yvya" feat.紫村 花澄	
-	6	10	12	-	6	10	12	-	155	PIANO TECH	Angel's Ladder	xi	
-	4	7	10	-	4	7	10	-	198	UNSUNG REQUIEM	Ariah	satella feat.藍月なくる	
-	5	9	12	-	5	9	12	-	180	FREEFORM HARDCORE	Arkadia	Hommarju ft.Mayumi Morinaga	
-	5	9	11	-	6	9	11	-	190	EARLY RAVE	Banger Banger Banger Banger	nora2r	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	190	BLACK OUT	Binary Black Hole	BEMANI Sound Team "D.J.Amuro"	
-	4	6	8	-	4	6	8	-	134	LATIN FUSION POP	Blue Bird feat. Kanae Asaba	Nhato	
-	"[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	152	MELODIC RIDDIM	Brave Spirits	MK	
-	5	8	11	-	5	9	11	-	200	CYBERPUNK	DISPARATE	BEMANI Sound Team "Captain Sonic"	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	150	BIG ANTHEM	Divine Heaven	Absolute The 4th	
-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
6"	"[HCN]
10"	"[HCN]
12"	-	210	MIXTURE	Don't believe the hype	DJ Mass MAD Izm* feat.H14(LEONAIR)	
-	5	8	11	-	5	8	11	-	140	ABDUCTION BEAT	DREAM OF SPACE UFO ABDUCTION	BEMANI Sound Team "謎の宇宙人スペースX"	
-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	161	EDM STYLE	Emera	PON	
-	"[CN]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	170	ELECTRIC POP	EMOTiON TRiPPER	sky_delta	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	170	亜空間ジャズ	Ergosphere	TOMOSUKE	
-	4	"[CN]
7"	"[CN]
9"	-	4	"[CN]
7"	"[CN]
9"	-	168	DIGITAL POP	Fantastic Merry-Go-Round	SOUND HOLIC feat. Nana Takahashi	
-	6	10	12	-	6	10	12	-	175	EURO BEAT	Fegrix	Xceon vs DJ Command (Eurobeat Union)	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	185	ENERGETIC HARDCORE	FINALLY BLAZE	BlackY	
-	"[CN]
[MSS]
6"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
[MSS]
6"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	174	COLOUR CORE	Flying Castle	lapix	
-	4	8	11	-	4	8	11	-	105-210	HARD MIXTURE	Game Changers	Yuta Imai	
-	4	7	10	-	4	7	10	-	135	FUTURE BOUNCE	Get set, Go! feat.Kanae Asaba	MK	
-	7	10	12	-	7	10	12	-	250	EXTRATONE	GiGaGaHell	m1dy, RoughSketch	
-	6	10	12	-	6	10	12	-	185	NEUROFUNK	GRAVITON	BEMANI Sound Team "L.E.D."	
-	7	10	"[HCN]
12"	-	7	10	"[HCN]
12"	-	208	HIDEOUT	hard-wired	Yuta Imai ≡ Blacklolita	
-	4	7	10	-	4	7	10	-	177	NU PRELUDE	Harmonia	ATSUMI UEDA	
-	4	8	11	-	4	8	11	-	180	UK HARDCORE	Hat Surprise	Hommarju	
-	"[MSS]
3"	"[MSS]
7"	"[MSS]
10"	-	"[MSS]
3"	"[MSS]
7"	"[MSS]
10"	-	90	HEALING FUTURE	HEARTACHE	BEMANI Sound Team "HuΣeR" feat.ゆきまめ	
-	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	124-190	CHANNEL K	kors k's How to make OTOGE CORE	kors k	
-	4	8	11	-	4	8	11	-	140	PROGRESSIVE METAL	Lawes's Parotia	BEMANI Sound Team "Yvya"	
-	7	10	12	-	7	10	12	-	190	HARD ELECTRIC POP	LIVE DRIVING!! feat. 花たん	BEMANI Sound Team "S-C-U vs L.E.D."	
-	"[CN]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	150	ASTRONOMICAL TECHNO	N.O.	かめりあ	
-	"[CN]
[MSS]
7"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	85-255	SYMPHONIC DUBSTEP	n/a	Blacklolita	
2	"[CN]
[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	-	150	J-POP	No Day But Today!	NU-KO & yunocy	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	157	DARKSYNTH	Nocturnal 2097	Dirty Androids	
-	"[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	172	DRUM'N'BASS	Non Stop Rock	Masayoshi Iimori	
-	"[BSS]
5"	"[BSS]
9"	"[BSS]
12"	-	"[BSS]
5"	"[BSS]
9"	"[BSS]
12"	-	195	EUPHORIC FRENCHCORE	One for All	RoughSketch	
-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	44-174	STYLISH COLOUR	Onyx	BEMANI Sound Team "HuΣeR"	
-	5	8	10	-	5	8	10	-	160	RAWSTYLE	P.O.W.E.R.	Yuta Imai	
-	5	8	10	-	5	8	10	-	160	STORMY SEA	PIRATES BLADE	BEMANI Sound Team "劇団レコード"	
2	6	10	12	-	6	10	12	-	178	LIGHTNING EUROBEAT	PLASMA SOUL NIGHT feat. Nana Takahashi / 709sec.	BEMANI Sound Team "L.E.D."	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	170	FUTURE BASS	Pout	BEMANI Sound Team "SYUNN"	
-	5	8	10	-	5	8	10	-	164	VARIABLE FUTURE BASS	Prohibited Props	BEMANI Sound Team "ZAQUVA"	
-	"[CN]
[MSS]
7"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[MSS]
10"	"[CN]
[MSS]
12"	-	150	MELODIC RIDDIM	Purple Perplex	Eagle	
-	6	9	12	-	6	9	12	-	164-172	AKIBA-POP	Push on Beats!～音ゲの国のeX-ストリーマー～	MOSAIC.WAV	
3	"[MSS]
6"	"[MSS]
10"	"[MSS]
12"	-	"[MSS]
6"	"[MSS]
10"	"[MSS]
12"	-	166	MIXTURE	RAGE feat.H14 of LEONAIR	DJ Mass MAD Izm*	
-	6	10	12	-	6	10	12	-	152-172	PIANO CONCERTINO + JAZZ FUSION	Silver Bullet	xi	
-	6	10	12	-	6	10	12	-	151	TECH DANCE	Smalt #28598F	REMO-CON	
-	6	9	11	"[BSS]
12"	6	9	11	12	165	HARDPSY	SOLID WYVERN	BEMANI Sound Team "L.E.D."	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	225	ALCHEMY POP	Souhait bleu	しーけー	
-	4	8	10	-	4	8	10	-	160	EUPHORIC HARDSTYLE	SPARK IN THE NIGHT	BEMANI Sound Team "L.E.D.-G"	
