title,artist,genre,bpm,sp_b_level,sp_n_level,sp_h_level,sp_a_level,sp_l_level,dp_n_level,dp_h_level,dp_a_level,dp_l_level,sp_b_notes,sp_n_notes,sp_h_notes,sp_a_notes,sp_l_notes,dp_n_notes,dp_h_notes,dp_a_notes,dp_l_notes
Speculation,"BEMANI Sound Team ""ZAQUVA""",HARDCORE TECHNO,190,-,5,9,11,-,5,9,11,-,-,512,915,1530,-,520,953,1618,-
squall,猫叉Master+,DRUM'N'BASS,190,-,6,9,11,-,6,9,11,-,-,618,923,1369,-,596,943,1397,-
Stereo Beasts,MK & RoughSketch,HARD TECHNO/DOWNTEMPO,160,-,6,10,12,-,6,10,12,-,-,679,1310,1881,-,676,1307,1834,-
Submerge Serenade,lapix,HARDTECHNO,157,-,5,9,11,12,5,9,11,12,-,548,923,1486,2104,543,940,1565,2126
Sword of Vengeance,sky_delta,HI-SPEED TECHCORE,208,-,7,10,12,-,7,10,12,-,-,726,1115,1650,-,747,1181,1615,-
T.R.O.L.L.,Yuta Imai,RAWSTYLE,100-160,-,6,9,11,-,6,9,12,-,-,524,900,1329,-,513,901,1323,-
The Last Apocalypse,"BEMANI Sound Team ""Sota F. feat. Yvya""",NEO-CLASSICAL CORE,190,-,6,10,12,-,6,10,12,-,-,717,1276,1903,-,728,1205,1861,-
The Onlyonez,RoughSketch,FRENCHCORE,220,-,5,9,12,-,5,9,12,-,-,519,873,1587,-,515,834,1531,-
This Is Club Musik feat. 大久保紅葉,REMO-CON,HARD HOUSE,165,-,6,9,11,-,6,9,11,-,-,556,901,1343,-,557,889,1330,-
Time Distortion pt.2(IIDX Edit),"kors k vs BEMANI Sound Team ""setup""",PSYCHEDELIC TECHNO,150,-,6,9,11,-,6,9,11,-,-,667,995,1492,-,700,1009,1498,-
TITANIUM RIDERS,DJ Shimamura,HARDCORE RAVE,172,-,5,8,10,-,5,8,10,-,-,450,762,1071,-,448,797,1095,-
Too Late Snow,movies (moimoi × Xceon × Dai.),J-DANCE POP,138,-,4,7,9,-,4,7,9,-,-,404,720,1014,-,441,725,992,-
TRIP THE DEEP,Qlarabelle,MELODIC TECHNO,135,-,5,8,11,-,5,8,11,-,-,512,832,1289,-,500,785,1408,-
Tripping Jumping,Aikapin Prod. by uno & NiActivity,FUNKY BREAKS,156,-,4,8,10,-,4,8,10,-,-,424,805,1166,-,436,830,1195,-
Vermilion Carol,OSTER project,GOTHIC PIANO TRANCE,175,-,7,10,12,-,7,10,12,-,-,694,1139,1837,-,700,1210,1773,-
Vulnerability,"BEMANI Sound Team ""ZAQUVA""",VARIABLE CORE,168,-,7,10,12,-,7,10,12,-,-,673,1017,1885,-,673,1002,1901,-
WaterCube Pf.(RX-Ver.S.P.L.),高田雅史,ETHNO POP,133-150,-,3,7,10,-,3,7,10,-,-,295,700,1120,-,351,735,1143,-
winkle 2 winkle,Ryu☆ ft.NU-KO,EURODANCE SPEED,171,-,6,9,11,-,6,9,11,-,-,535,954,1408,-,529,920,1381,-
Xb10r,隣の庭は青い(庭師+Aoi),VOLTENIZED CORE,200,-,6,10,12,-,6,10,12,-,-,612,1208,1833,-,612,1254,1801,-
ZEROIN ON THE LIGHT,SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi,COLD BEAT,162,-,5,8,10,-,5,8,10,-,-,567,887,1345,-,574,884,1350,-
20XX,COR!S,CYBER BREAKCORE,180,-,6,9,11,-,6,9,11,-,-,611,919,1370,-,604,902,1344,-
アイドル,"Covered by BEMANI Sound Team ""HuΣeR × wac"" feat. 佐伯伊織",IIDX EDITION,166,1,4,7,10,11,4,7,10,11,141,445,761,1310,1600,443,777,1307,1675
愛包ダンスホール,HIMEHINA,J-POP,141,1,4,7,10,-,4,7,10,-,177,472,700,1296,-,463,748,1270,-
アタシ完全絶対正義ちゃん！,Pizuya's Cell,ROCK,201,-,5,8,10,-,5,8,10,-,-,498,813,1082,-,512,814,1096,-
神様、つれない。,中山真斗 feat. CHAN,ALTERNATIVE,140,-,4,7,10,-,4,7,10,-,-,352,721,1083,-,361,726,1183,-
可愛くてごめん,Remixed by MK feat. 紫咲ほたる,IIDX EDITION,160,1,3,7,9,10,3,7,9,10,143,314,703,1133,1407,325,717,1103,1356
今宵、ロマンス横丁。,まろん feat. Rikotan,和風歌謡硬核音楽,168,-,6,10,12,-,6,10,12,-,-,576,1195,1714,-,592,1198,1649,-
残像ニ繋ガレタ追憶ノHIDEAWAY,"SOUND HOLIC Vs. BEMANI Sound Team ""KE!JU"" feat. Nana Takahashi",HYPER DIG!ROCK,160,-,5,10,12,-,6,10,12,-,-,601,1162,1789,-,621,1151,1723,-
雫,あさき,LAMENTO,95-210,-,5,9,11,-,5,9,11,-,-,514,1039,1361,-,495,1019,1328,-
"灼熱Beach Side Bunny (かめりあ's ""Summertime D'n'B"" Remix)",Remixed by かめりあ,BROKEN SAMBA DRUM'N'BASS,174,-,5,9,12,-,6,10,12,-,-,543,1001,1647,-,561,1017,1634,-
終焔のClaudia,二代目朱雀,HARD RENAISSANCE,90-185,-,8,10,12,-,7,10,12,-,-,719,1014,1406,-,698,1015,1394,-
唱,Ado,J-POP,132,1,3,7,9,-,3,7,9,-,96,232,514,892,-,251,515,895,-
シンデレラ,Maozon feat. Nadia,DRUM & BASS,178,3,5,8,10,-,5,8,10,-,271,438,780,1119,-,457,791,1165,-
センチメンタル・サマー,Nhato feat. Kanae Asaba & はるまき (from ボタニカルな暮らし。),CITY DANCE POP,135,-,3,6,9,-,3,6,9,-,-,337,652,1004,-,356,669,1028,-
ちゅ、多様性。,ano,J-POP,153,1,3,6,9,10,3,6,9,10,110,264,576,963,1140,292,583,951,1247
デビルじゃないもん,Remixed by BlackY feat. Risa Yuzuki,IIDX EDITION,154,2,5,8,10,-,5,8,10,-,174,421,695,1054,-,424,694,1005,-
電光,Yuta Imai,BUCHIAGE TRANCE,165,-,6,10,12,-,6,10,12,-,-,545,976,1560,-,593,1014,1616,-
電子になりたい,"BEMANI Sound Team ""HuΣeR""",HYBRID DANCE MUSIC,158,-,5,8,10,-,5,8,10,-,-,425,729,1017,-,446,715,1001,-
電腦都市,Blacklolita,BREAKCORE,240,-,7,10,12,-,7,10,12,-,-,717,1181,1738,-,718,1208,1745,-
ないないルーティン,Len,SPEED HOUSE,148,-,3,7,10,-,3,7,10,-,-,298,691,1053,-,356,676,931,-
夏風邪デスコ,TORIENA,SUMMER POP,165,1,4,8,10,-,4,8,10,-,159,412,892,1339,-,406,898,1283,-
寝起きヤシの木,Remixed by uno(IOSYS) feat. Chiyoko,IIDX EDITION,160,2,5,9,11,-,5,9,11,-,238,549,921,1411,-,520,901,1376,-
果たせぬ約束 ft. 小林マナ,Xceon,CHINA SQUARE DANCEPOP,164,-,6,9,11,-,5,9,11,-,-,592,988,1515,-,564,1019,1514,-
フォニイ,Remixed by Pizuya's Cell,IIDX EDITION,170,3,6,9,11,12,6,9,11,12,316,614,1011,1454,1975,620,992,1556,1975
《PL|RAYER》,BlackLolita,ASCENDING TOGETHER,180,-,5,9,12,-,5,9,12,-,-,469,886,1420,-,463,852,1421,-
閉塞的フレーション,"Pizuya's Cell VS BEMANI Sound Team ""dj TAKA""",ROCK,176,-,5,8,10,-,5,8,10,-,-,515,825,1221,-,543,836,1255,-
ポラリスノウタ,ここなつ2.0,FUTUREBASS,170,1,4,8,10,-,4,8,10,-,150,437,833,1141,-,445,773,1086,-
マーシャル・マキシマイザー,Remixed by uno(IOSYS) feat. Chiyoko,IIDX EDITION,190,3,5,9,11,-,5,9,11,-,214,411,731,1082,-,408,758,1082,-
摩天楼,Julianne,VALHALLASTEP,172,-,4,8,12,-,4,9,12,-,-,348,762,1309,-,379,805,1316,-
未完成ノ蒸氣驅動乙女,U1 overground,ORBITAL STEAMPUNK,170,-,5,10,12,-,5,10,12,-,-,550,1079,1538,-,571,1090,1495,-
めうめうぺったんたん！！ (ZAQUVA Remix),"Remixed by BEMANI Sound Team ""ZAQUVA""",HYPERACTIVE HELLCORE,200,-,4,9,11,-,4,9,11,-,-,530,974,1419,-,556,978,1460,-
勇者,Remixed by OSTER Project feat. そらこ,IIDX EDITION,210,2,5,8,11,-,5,8,11,-,189,407,724,1245,-,425,733,1324,-
夢縁,xi feat. Risa Yuzuki,JUVENILE PIANO ROCK,162,-,6,10,11,-,6,10,11,-,-,605,1073,1515,-,573,1095,1506,-
酔いどれ知らず,Remixed by SOUND HOLIC feat. Nana Takahashi,IIDX EDITION,115,1,4,7,10,-,4,7,10,-,138,417,652,1118,-,413,665,1161,-
ラビットホール,DECO*27,J-POP,173,3,6,9,11,-,6,9,11,-,344,714,1061,1471,-,691,1065,1422,-
リメンバーリメンバー,rino & m@sumi from plastic penguin,RAINY WALTZ,182,-,3,6,9,-,3,6,9,-,-,258,492,854,-,254,487,825,-
流桜ノ門,tokiwa,SCI-FI CHRONICLE,170,-,5,8,10,-,5,8,10,-,-,510,804,1075,-,515,829,1099,-
れとりば！,OSTER project feat. 月ノ輪乃愛,KAWAII DOGGO POPS,180,-,4,7,9,-,4,7,9,-,-,431,671,1032,-,425,657,996,-
惑星鉄道,Snail's House,PROLOGUE,10-166,-,7,11,12,-,7,11,12,-,-,589,1119,1633,-,609,1156,1643,-
ADAMANT,"BEMANI Sound Team ""L.E.D.-G""",HARDCORE,200,-,6,9,11,-,6,9,11,-,-,580,995,1539,-,580,995,1525,-
Aqvion,lapix,AQUATIC TECHCORE,175,-,6,9,12,-,6,9,12,-,-,598,998,1773,-,600,1046,1774,-
Arcanos,DJ Totoriott,NOSTALGIC ARTCORE,96,-,4,7,10,-,4,7,10,-,-,335,602,1003,-,360,619,1064,-
Bang-Boo Bumble,二代目白虎,BANGIN' TECHNO,165,-,5,9,11,-,5,9,11,-,-,573,993,1479,-,573,989,1476,-
Bling-Bang-Bang-Born,Covered by uno(IOSYS) feat. Fra,IIDX EDITION,157,2,4,7,10,11,4,7,10,11,174,332,589,994,1105,385,583,1003,1169
Bring The Fire,kors k,SPEED RAVE,160,-,6,9,12,-,6,9,12,-,-,598,991,1734,-,615,1057,1639,-
Butterfly Twist,Yooh,SPEED HOUSE,160,-,5,8,11,-,5,8,11,-,-,524,801,1373,-,528,830,1308,-
CHAOTIC SUNBIRD,Tanchiky,ULTRA SAM-BASS,163,-,6,9,11,-,6,9,11,-,-,623,885,1662,-,627,882,1512,-
Chasing After YOU ～夢の欠片～ ft. 小林マナ,Xceon,Y2K 2000 J-POP DANCE,150,-,5,7,10,-,5,7,10,-,-,496,725,1032,-,507,748,1051,-
Constellation,Maozon,UPLIFTING TRANCE,140,-,5,9,11,-,5,9,11,-,-,487,928,1435,-,527,888,1310,-
Cross Fire,Hommarju vs RoughSketch,CROSSOVER,180,-,6,10,12,-,6,10,12,-,-,551,1134,1746,-,582,1149,1731,-
destination,One Round Rabbits,TRANCECORE,175,-,5,10,12,-,5,10,12,-,-,523,1140,1698,-,523,1155,1770,-
Digital Radiance,"BEMANI Sound Team ""Sota Fujimori"" feat. S.B.Z.",COLOUR TECH,166,-,5,7,9,-,5,7,9,-,-,578,723,1018,-,584,779,1021,-
DIVINE JUDGEMENT,OSTER project,SYMPHONIC BREAK BEATS,190,-,6,10,12,-,6,10,12,-,-,520,1025,1416,-,537,1065,1455,-
Dreamship,Nhato feat. Kanae Asaba,ELECTRO POP,140,-,4,7,9,-,4,7,9,-,-,469,685,978,-,463,678,1030,-
Drop Syndicate,Seventhrun × nora2r,MOOMBAHCORE / DRUM'N BASS,180,-,6,9,12,-,6,9,12,-,-,600,1001,1861,-,607,959,1851,-
Eleanor,satella feat. nayuta,UNNAMED FIESTA,208,-,4,7,10,-,4,7,10,-,-,404,707,1219,-,407,698,1209,-
ELYSIUM,Snail's House,RANDOM ACCESS MEMORIES,183,-,5,8,11,-,5,8,11,-,-,466,790,1377,-,509,821,1384,-
everlastingeuphoria:,crayvxn,HYPERTRANCE,165,-,5,9,11,-,5,9,11,-,-,562,855,1243,-,516,852,1220,-
EX-MASSIVE FIGHTER,"BEMANI Sound Team ""L.E.D.-G""",HYBRID HARDSTYLE,165,-,6,10,12,-,6,10,12,-,-,619,1091,1725,-,614,1099,1703,-
EYE OF THE HEAVEN,"BEMANI Sound Team ""U1-ASAMi""",ORBITALIC ELECTRONIC METAL,308,-,6,10,12,-,6,10,12,-,-,512,1216,1824,-,529,1228,1804,-
FERMI♡PARADOX,BlackY feat. Risa Yuzuki,COSMIC HAPPY TUNE,179,-,5,8,10,-,5,8,10,-,-,584,839,1274,-,596,835,1326,-
Fiery Stallion,Dirty Androids,80'S SYNTHWAVE ROCK,168,-,4,9,11,-,4,9,11,-,-,449,849,1220,-,470,870,1176,-
Flämingo,CANVAS feat. Quimär,PASSIONATE RAVE,189,-,5,10,12,-,5,10,12,-,-,545,1208,1800,-,544,1200,1810,-
FlyAway,Blacklolita,HARD DANCE,160,-,6,10,12,-,6,10,12,-,-,633,1050,1648,-,635,1019,1683,-
Galaxy Collapse,"BEMANI Sound Team ""めめめ""",MULTIGENRE,156,-,5,7,10,-,5,7,10,-,-,419,642,962,-,425,665,985,-
get set mind,TORIENA,TORIENA LAND,180,-,5,8,10,-,5,8,10,-,-,516,797,1230,-,501,806,1236,-
God Mind,Tatsunoshin,NEO HARD RENAISSANCE,185,-,7,10,12,-,7,10,12,-,-,780,1349,2155,-,803,1220,2157,-
Good Looking,JAKAZiD,RAVE BREAKS,170,-,4,8,10,-,4,8,10,-,-,375,660,1046,-,375,634,1025,-
Here We Go Now,Whac-A-Me,HARD PSY,170,-,6,10,12,-,6,10,12,-,-,581,1127,1690,-,578,1031,1498,-
hora de verdad,Vandalusia改,CYBER FLAMENCO,140-280,-,6,10,12,-,6,10,12,-,-,574,1055,1564,-,555,1019,1574,-
IN BETWEEN,"BEMANI Sound Team ""L.E.D.-G"" feat. Mayumi Morinaga",HARDSTYLE,160,-,5,9,11,-,5,9,11,-,-,461,765,1201,-,462,767,1163,-
KOTONOHA ft. Kotoha,"EmoCosine × BEMANI Sound Team ""HuΣeR""",EMOISM FUTURE POP,160,-,5,8,10,-,5,8,10,-,-,421,665,994,-,457,684,1007,-
lowercase lifetime,"BEMANI Sound Team ""ZAQUVA""",HYPERFLIP,205,-,5,9,11,-,5,9,11,-,-,544,1066,1407,-,550,1012,1430,-
Lycoris,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",HYPER JAPANESQUE,174,-,4,7,10,-,4,7,10,-,-,392,698,1026,-,433,738,1058,-
MARLIN,Zekk,DRUM'N'BASS,184,-,6,10,12,-,6,10,12,-,-,609,1170,1798,-,629,1166,1795,-
Mid-Corner (Magic Maker),REMO-CON,HARD DANCE,165,-,6,10,12,-,6,10,12,-,-,619,1055,1611,-,606,1065,1540,-
Mighty Cutie,KARUT,HAPPY HARDCORE,172,-,5,8,10,-,5,8,10,-,-,579,1013,1394,-,570,1017,1401,-
MVP,PRIDASK,HARD TRAP,100,-,5,8,11,-,5,8,11,-,-,465,772,1318,-,466,733,1264,-
NOIXIA,"BEMANI Sound Team ""HuΣeR""",STYLISH ELECTRO,165,-,7,10,12,-,7,10,12,-,-,714,1173,2027,-,716,1212,2009,-
PERFECT HUMAN,"Remixed by Ryu☆ feat. BEMANI Sound Team ""PON""",IIDX EDITION,150,3,5,7,10,-,5,7,10,-,267,448,734,1118,-,465,761,1071,-
Pinky Happy Crazy,"BEMANI Sound Team ""Risk Junk""",HAPPY,190,-,6,10,12,-,6,10,12,-,-,674,1287,1833,-,696,1294,1909,-
PIT A PAT,Zekk,NEO CANDY RAVE,170,-,5,8,10,-,5,8,10,-,-,518,922,1299,-,482,912,1333,-
Plazma,米津玄師,J-POP,173,2,5,8,10,12,5,8,10,12,133,348,637,1020,1432,346,637,1000,1397
Plea Per Phase,Feryquitous,MELODIC CONTEMPORARIDDIM,150,-,5,9,11,-,5,9,11,-,-,520,892,1395,-,519,939,1379,-
PopなEDEN,YASUHIRO(康寛) feat.橘田ほのか,J-POP,305,-,5,9,11,-,5,9,11,-,-,490,827,1235,-,490,823,1217,-
Raspberry Potion (feat.あれたん♡ & ぎゃるのしん☆),Tatsunoshin & 藍良あれれ,LOVE♡CORE,177,-,5,9,11,-,5,9,11,-,-,456,910,1267,-,472,890,1242,-
RAVE SYNDROME,Yuta Imai,REVERSE BASS,165,-,6,9,11,-,6,8,11,-,-,515,876,1402,-,516,857,1377,-
Roar of Chronos,"BEMANI Sound Team ""KE!JU""",DIAMOND CORE,175,-,6,10,12,-,6,10,12,-,-,626,1120,1991,-,628,1115,1974,-
Satellite Burst,xi,HARD SYMPHONIC,177,-,6,10,12,-,6,10,12,-,-,627,1119,2000,-,609,1217,1900,-
Secret Rouge,ハレトキドキ,DIGITAL J-POP,139,-,5,8,10,-,5,8,10,-,-,428,835,1165,-,443,828,1189,-
Shirdal,Dirty Androids,CHAOTIC METAL BREAKCORE,190,-,5,8,10,-,5,8,10,-,-,441,780,1269,-,477,799,1136,-
Show Me All Your Love,Hommarju,NEORAVE,165,-,5,9,11,-,5,9,11,-,-,568,1018,1482,-,581,1032,1426,-
SISYPHUS,"BEMANI Sound Team ""Paoon""",ABSURD STYLE,90-190,-,6,10,12,-,6,10,12,-,-,525,915,1399,-,520,914,1409,-
Skratch Education Lv-1,DJ Mass MAD Izm*,DJ BATTLE,100-200,-,7,10,12,-,7,10,12,-,-,558,952,1572,-,630,962,1566,-
Slumber☆Party,"BEMANI Sound Team ""めめめ""",MULTIGENRE,180,-,5,8,10,-,5,8,11,-,-,422,904,1166,-,500,778,1218,-
Space In Time,Masayoshi Iimori,FUTURE'N'BASS,165-174,-,6,9,11,-,6,9,11,-,-,434,805,1047,-,443,813,1035,-
Stargazing Trip ～星 探す旅～ ft. 小林マナ,Xceon,ANIME-STYLE DRUM AND BASS,185,-,5,9,11,-,5,9,11,-,-,545,903,1344,-,545,900,1281,-
SμG@R RU$#,Yuta Imai,H4P9Y H@RI>CORE,180,-,7,10,12,-,7,10,12,-,-,728,1275,2037,-,732,1291,2139,-
SUPER HEROINE!!,"Amateras Records vs BEMANI Sound Team ""TATSUYA"" feat. miko",GENSOU FULLON,186,-,5,9,11,-,5,9,11,-,-,472,829,1187,-,475,844,1199,-
TECHNO RUMBLE,Qlarabelle,SPED UP SCHRANZ,170,-,6,9,11,-,6,9,11,-,-,593,937,1481,-,568,913,1553,-
u gotta beat,KARUT,TECHCORE,180,-,6,10,12,-,6,10,12,-,-,686,1189,1806,-,709,1182,1777,-
Uaigh Gealaí,かめりあ,NEURO FUNK / CEILTEACH DORCHA,183,-,6,10,12,-,6,10,12,-,-,668,1157,1972,-,695,1141,1994,-
Vibing! Shake it!,らっぷびと Prod. by RoughSketch & NUE,SOCA/HARD DANCE,160,-,5,8,10,-,5,8,10,-,-,490,845,1263,-,518,827,1211,-
Without Heaven,"BEMANI Sound Team ""ZAQUVA""",VARIABLE ORIENTAL CORE,162,-,7,10,12,-,7,10,12,-,-,672,1127,1912,-,645,1011,1794,-
XHRONOXAPSULΞ,Silentroom,CHRONO-SYMPHONIC SPEEDCORE,277,-,7,10,12,-,7,10,12,-,-,600,1231,2077,-,724,1263,1807,-
1116,"BEMANI Sound Team ""Dustup""",BREAKBEATS,190,-,6,10,12,-,6,10,12,-,-,570,1041,1581,-,595,1095,1515,-
朱と碧のランページ,NU-KO,ANIMA SONG,178,-,5,8,10,-,5,8,10,-,-,518,862,1266,-,512,850,1314,-
飴玉,CYNHN,J-POP,120,-,4,7,9,-,4,7,9,-,-,300,460,699,-,302,489,654,-
アラビアン ハイパー ナイト,"BEMANI Sound Team ""マックス ステロイ度!""",ARABIC TRAP CORE,182,-,6,10,12,-,6,10,12,-,-,607,967,1690,-,553,1211,1690,-
uən,少年ラジオ,RINASCITA,200,-,7,10,12,-,7,10,12,-,-,735,1105,1547,-,752,1088,1550,-
イガク,原口沙輔 feat.重音テト,ボーカロイド・J-POP・ダンス,170,1,4,7,9,-,4,7,9,-,160,444,766,1025,-,445,757,1017,-
エクスプロウル,晴いちばん,VOCALOID,164,-,5,8,10,-,5,8,10,-,-,478,818,1211,-,485,824,1243,-
えだまめカレークッキング,OSTER project feat. ずんだもん & 春日部つむぎ,ZUNTSUMU TEETEE,150,2,5,8,11,-,5,8,11,-,219,413,660,1119,-,435,678,1150,-
オッド♡ラヴィ,lapix feat. PANXI,LOVELY TECHCORE,172,2,5,8,10,-,5,8,10,-,198,534,900,1274,-,533,929,1258,-
オブソミート,サツキ feat.初音ミク、重音テト,ボカロ,158,1,4,7,10,-,4,7,10,-,120,438,756,1204,-,449,746,1229,-
覚悟せよ！エンタンメ～ン ～より身の切り売り自暴自棄版～,マキシウキョウ,ビックリポップ,141-176,-,5,9,11,-,5,9,11,-,-,539,978,1468,-,547,978,1567,-
キスキツネ,HIMEHINA,J-POP,148,1,4,7,10,-,4,7,10,-,99,446,747,1192,-,455,798,1350,-
きみのせかい,Nhato,8-BIT MIXTURE,184,-,5,8,11,-,5,8,11,-,-,518,845,1446,-,533,800,1600,-
きゅうくらりん,いよわ,VOCALOID,220,2,5,8,10,-,5,8,10,-,229,446,866,1203,-,444,803,1217,-
ギャ・ギャ・ギャ・ギャラクシー！,つきみぐー、,VOCALOID,140,-,4,8,10,-,4,8,10,-,-,459,830,1201,-,465,802,1215,-
ゲシュタルト,花譜,J-POP,150,2,5,7,10,11,5,7,10,11,201,480,796,1239,1677,475,783,1268,1645
最強頂戴girl♡,"BEMANI Sound Team ""TATSUYA"" feat. ななひら",TWINKLE POP,206,-,4,8,10,-,4,8,10,-,-,433,746,1106,-,452,725,1070,-
灼熱 Lost Summer Dayz,DJ Mass MAD Izm* feat.すみはね,DRUM'N'BASS,168,-,6,10,12,-,6,10,12,-,-,528,979,1453,-,529,995,1481,-
消極的セツナイズム,Pizuya's Cell,ROCK,145,-,5,8,10,-,5,8,10,-,-,490,807,1152,-,559,869,1213,-
進捗ダメダメです,GYARI feat.宮舞モカ、弦巻マキ,J-POP,156,1,4,8,10,-,4,8,10,-,145,404,811,1124,-,399,820,1131,-
スキッテイエェエエェ!!!!,"cosMo@暴走P & BEMANI Sound Team ""L.E.D.-G""",Hi-ラブコメPOP,200,-,8,10,12,-,7,10,12,-,-,798,1328,2193,-,787,1284,2136,-
スパークリング☆彡ハイパーチューン！！,Machico,EUROBEAT,177,-,6,9,12,-,7,10,12,-,-,743,1105,1843,-,747,1114,1913,-
断罪の一花,Len feat.mochari,J-POP,185,-,4,8,11,-,4,8,11,-,-,448,785,1296,-,446,753,1254,-
弾幕信仰,"豚乙女×BEMANI Sound Team ""PON""",HARD ORIENTAL,170,-,5,8,10,-,5,8,10,-,-,541,842,1266,-,596,836,1274,-
天使のカンタータ -Cantata of Angels-,"BEMANI Sound Team ""Cuvelia""",ANTHEM,158,-,6,10,12,-,6,10,12,-,-,637,1142,2205,-,626,1143,2222,-
ドリムチウ,TORIENA,HARDCORE TECHNO,170,-,4,7,10,-,4,7,10,-,-,436,799,1312,-,442,796,1326,-
ドーナツホール 2024,ハチ,J-POP,252,2,5,8,10,-,5,8,10,-,175,499,822,1191,-,506,886,1265,-
ハオ,DECO*27,J-POP・VOCALOID,130-176,1,4,8,11,-,4,8,11,-,153,440,883,1459,-,440,865,1425,-
爆ぜりゃんせ,敦姫,繚乱呂句,172,-,5,9,11,-,5,9,11,-,-,568,977,1521,-,593,1003,1593,-
ハルイロメロディー,"月乃 ＆ BEMANI Sound Team ""劇団レコード""",AOHARU MELODY,166,-,4,7,10,-,4,7,10,-,-,442,706,1110,-,447,731,1069,-
ＰＡＳＴＥＬＩＳＭ,Snail's House,KAWAII FUTURE BASS,165,-,5,8,10,-,5,8,10,-,-,526,781,1070,-,535,799,1095,-
ビビデバ,星街すいせい,J-POP,120,1,4,7,10,-,4,7,10,-,134,396,672,1036,-,426,665,1173,-
無双,SOUND HOLIC Vs. VENUS feat. Nana Takahashi,SENGOKU LEGENDS,180,-,5,8,11,-,5,8,11,-,-,594,993,1677,-,589,991,1644,-
メズマライザー,サツキ feat.初音ミク・重音テトSV,HAPPY HARDCORE,185,3,6,9,11,-,5,9,11,-,291,588,929,1375,-,493,916,1486,-
ロマンシングエスケープ,ここなつ2.0,SYNTHWAVE POP,132,-,3,7,9,-,3,7,9,-,-,221,572,925,-,226,591,932,-
我ら完全無敵のアイドル!!,B小町,J-POP,176,1,5,8,10,-,5,8,10,-,123,525,830,1283,-,528,825,1302,-
COSMIC V3LOCITY,"BEMANI Sound Team ""Coyaan & KE!JU & ZAQUVA""",UCHIAGE CORE,200,-,6,10,12,-,6,10,12,-,-,637,1188,1716,-,623,1174,1730,-
Lightspeed,Tanukichi,FRENCHCORE,200,-,6,10,12,-,6,10,12,-,-,648,1073,1606,-,636,1034,1618,-
ファイナルレター,かねこちはる,MELODIOUS WATER PIANO,205,-,5,9,11,-,5,9,11,-,-,500,967,1371,-,509,956,1351,-
A Certified Rave Moment,"BEMANI Sound Team ""めめめ""",MULTIGENRE,165,-,5,9,11,-,5,9,11,-,-,509,900,1404,-,544,920,1447,-
AGETEKE ONDO,暁Records,JAPANESE OMATSURI ROCK,164,-,5,7,10,-,5,7,10,-,-,513,821,1297,-,512,793,1271,-
Bang Bang Dance,Nhato,HARD DANCE,156,-,5,9,11,-,5,9,11,-,-,421,884,1415,-,428,842,1398,-
Caramel Pain,星街すいせい,J-POP,130,1,3,6,8,-,3,6,9,-,118,325,525,832,-,370,612,999,-
Catch ya Getcha!,Tanchiky,PSY-KECAK STYLE,156,-,5,9,11,-,5,9,11,-,-,531,1028,1481,-,501,1016,1452,-
Countdown to Heaven or Hell,"BEMANI Sound Team ""dj TAKA""",TECH TRANCE,155,-,6,9,11,-,6,9,11,-,-,636,1026,1569,-,649,1003,1586,-
Disco Killer Music Lover,Zekk,HARDCORE RAVE,175,-,6,9,12,-,6,9,12,-,-,553,926,1557,-,561,940,1565,-
Fashion Fruit,Tatsunoshin x Aira Arere,STAR☆FRUIT,165,-,5,9,11,-,5,9,11,-,-,540,986,1534,-,519,985,1583,-
From Human Blood,"BEMANI Sound Team ""U1-ASAMi""",ORBITALIC METAL STEP,170,-,6,10,12,-,6,10,12,-,-,616,1064,1850,-,639,1087,1754,-
JUST SYNC ft.Kanae Asaba,Xceon,80s SYNTH POWER POP,153,-,4,7,9,-,4,7,9,-,-,378,648,1014,-,421,681,1048,-
LEMON MELON COOKIE,TAK feat.初音ミク,ボカロ,180,2,4,7,9,-,4,7,9,-,185,409,778,1128,-,426,724,1067,-
Makin' It,DJ RENA,JUNGLE， DRUM N BASS,168,-,6,10,12,-,6,10,12,-,-,533,847,1471,-,510,773,1481,-
Memoria Obscura,satella,UNNAMED PROGRESSIVE,180,-,6,10,12,-,6,10,12,-,-,508,1112,2085,-,554,1116,2026,-
MOCHIMOCHI DREAMIN!!,nora2r × まろん feat. 和鳴るせ,オモチコア,170,-,5,8,11,-,5,8,11,-,-,571,939,1530,-,561,945,1564,-
Nyan Nyan University,Aice room,MAJOR IN MEWOLOGY,160,-,5,8,10,-,5,8,10,-,-,471,811,1294,-,472,778,1298,-
PALETTE,lapix feat. 奈良ひより,BLUE CORE,184,2,5,8,10,-,5,8,10,-,184,442,732,1031,-,440,689,990,-
RALLY '25,Masayoshi Iimori,RALLY HARD TECHNO,160,-,6,10,12,-,6,10,12,-,-,613,1100,1674,-,643,1114,1698,-
Regina vespaE,KARUT,CYBER RENAISSANCE,189,-,6,10,12,-,6,10,12,-,-,629,1147,1840,-,623,1166,1736,-
SHINING☆DANCE,ハレトキドキ,J-RAVE,161,-,4,7,10,-,4,7,10,-,-,437,789,1243,-,445,793,1279,-
SnapSkipSpark,Feryquitous,HAPPY BREAKCORE,185,-,5,9,11,-,5,9,11,-,-,544,967,1466,-,558,966,1408,-
